genres,href,id,images,name,popularity,type,uri,external_urls.spotify,followers.href,followers.total
"['alt z', 'electropop', 'gauze pop', 'indie poptimism']",https://api.spotify.com/v1/artists/100sLnojEpcadRx4edEBA6,100sLnojEpcadRx4edEBA6,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf07625ed8cff82132521c156', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f07625ed8cff82132521c156', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f07625ed8cff82132521c156', 'width': 160}]",Zella Day,53,artist,spotify:artist:100sLnojEpcadRx4edEBA6,https://open.spotify.com/artist/100sLnojEpcadRx4edEBA6,,440752
[],https://api.spotify.com/v1/artists/4YZ5ECfbM2xSTSQTJGBbO5,4YZ5ECfbM2xSTSQTJGBbO5,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb53ebb30a36ae782046b6b037', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517453ebb30a36ae782046b6b037', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17853ebb30a36ae782046b6b037', 'width': 160}]",Gerard Way,48,artist,spotify:artist:4YZ5ECfbM2xSTSQTJGBbO5,https://open.spotify.com/artist/4YZ5ECfbM2xSTSQTJGBbO5,,458920
"['alternative metal', 'groove metal', 'nu metal']",https://api.spotify.com/v1/artists/5t28BP42x2axFnqOOMg3CM,5t28BP42x2axFnqOOMg3CM,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb51a772616af5e2a95dc1d4c1', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517451a772616af5e2a95dc1d4c1', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17851a772616af5e2a95dc1d4c1', 'width': 160}]",Five Finger Death Punch,71,artist,spotify:artist:5t28BP42x2axFnqOOMg3CM,https://open.spotify.com/artist/5t28BP42x2axFnqOOMg3CM,,6292591
"['modern rock', 'pop']",https://api.spotify.com/v1/artists/20JZFwl6HVl6yg8a4H3ZqK,20JZFwl6HVl6yg8a4H3ZqK,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb256ae9a4b82bfff97776ae2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b256ae9a4b82bfff97776ae2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b256ae9a4b82bfff97776ae2', 'width': 160}]",Panic! At The Disco,75,artist,spotify:artist:20JZFwl6HVl6yg8a4H3ZqK,https://open.spotify.com/artist/20JZFwl6HVl6yg8a4H3ZqK,,12090153
"['australian dance', 'big room', 'melbourne bounce', 'melbourne bounce international']",https://api.spotify.com/v1/artists/0CbeG1224FS58EUx4tPevZ,0CbeG1224FS58EUx4tPevZ,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb82ac9eee4c8a5f57412b4821', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517482ac9eee4c8a5f57412b4821', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17882ac9eee4c8a5f57412b4821', 'width': 160}]",Timmy Trumpet,69,artist,spotify:artist:0CbeG1224FS58EUx4tPevZ,https://open.spotify.com/artist/0CbeG1224FS58EUx4tPevZ,,1090084
"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rock']",https://api.spotify.com/v1/artists/2xiIXseIJcq3nG7C8fHeBj,2xiIXseIJcq3nG7C8fHeBj,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb3626be769b238e2a35010613', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051743626be769b238e2a35010613', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1783626be769b238e2a35010613', 'width': 160}]",Three Days Grace,72,artist,spotify:artist:2xiIXseIJcq3nG7C8fHeBj,https://open.spotify.com/artist/2xiIXseIJcq3nG7C8fHeBj,,5929257
"['balkan folk metal', 'croatian metal', 'croatian rock', 'medieval rock']",https://api.spotify.com/v1/artists/5xKw7nNLyZ7UVvhaLC5kYd,5xKw7nNLyZ7UVvhaLC5kYd,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebd3c9cb56d415b5c1f508b7bd', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174d3c9cb56d415b5c1f508b7bd', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178d3c9cb56d415b5c1f508b7bd', 'width': 160}]",Manntra,33,artist,spotify:artist:5xKw7nNLyZ7UVvhaLC5kYd,https://open.spotify.com/artist/5xKw7nNLyZ7UVvhaLC5kYd,,17874
"['baroque pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'sunshine pop']",https://api.spotify.com/v1/artists/3oDbviiivRWhXwIE8hxkVV,3oDbviiivRWhXwIE8hxkVV,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb039b593cfa703e929c02ce3e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174039b593cfa703e929c02ce3e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178039b593cfa703e929c02ce3e', 'width': 160}]",The Beach Boys,72,artist,spotify:artist:3oDbviiivRWhXwIE8hxkVV,https://open.spotify.com/artist/3oDbviiivRWhXwIE8hxkVV,,4352678
"['contemporary country', 'country', 'country road']",https://api.spotify.com/v1/artists/79FMDwzZQxHgSkIYBl3ODU,79FMDwzZQxHgSkIYBl3ODU,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb075290d0f64dbdd4efae7f41', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174075290d0f64dbdd4efae7f41', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178075290d0f64dbdd4efae7f41', 'width': 160}]",Trace Adkins,57,artist,spotify:artist:79FMDwzZQxHgSkIYBl3ODU,https://open.spotify.com/artist/79FMDwzZQxHgSkIYBl3ODU,,2600147
"['folk-pop', 'neo-singer-songwriter']",https://api.spotify.com/v1/artists/2ysnwxxNtSgbb9t1m2Ur4j,2ysnwxxNtSgbb9t1m2Ur4j,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebbe936a26ceb9cbbdec7df15b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174be936a26ceb9cbbdec7df15b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178be936a26ceb9cbbdec7df15b', 'width': 160}]",George Ezra,71,artist,spotify:artist:2ysnwxxNtSgbb9t1m2Ur4j,https://open.spotify.com/artist/2ysnwxxNtSgbb9t1m2Ur4j,,4152023
"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",https://api.spotify.com/v1/artists/3WrFJ7ztbogyGnTHbHJFl2,3WrFJ7ztbogyGnTHbHJFl2,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe9348cc01ff5d55971b22433', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e9348cc01ff5d55971b22433', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e9348cc01ff5d55971b22433', 'width': 160}]",The Beatles,83,artist,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,,26775515
"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",https://api.spotify.com/v1/artists/6XyY86QOPPrYVGvF9ch6wz,6XyY86QOPPrYVGvF9ch6wz,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb811da3b2e7c9e5a9c1a6c4f7', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174811da3b2e7c9e5a9c1a6c4f7', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178811da3b2e7c9e5a9c1a6c4f7', 'width': 160}]",Linkin Park,83,artist,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,https://open.spotify.com/artist/6XyY86QOPPrYVGvF9ch6wz,,24956833
"['swedish electropop', 'swedish pop']",https://api.spotify.com/v1/artists/6VX2R9L0O0d6qPvqGuIH7b,6VX2R9L0O0d6qPvqGuIH7b,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb0fb59fb85a16b08e45812e64', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051740fb59fb85a16b08e45812e64', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1780fb59fb85a16b08e45812e64', 'width': 160}]",September,52,artist,spotify:artist:6VX2R9L0O0d6qPvqGuIH7b,https://open.spotify.com/artist/6VX2R9L0O0d6qPvqGuIH7b,,119785
"['alternative metal', 'canadian rock', 'funk metal', 'nu metal', 'post-grunge']",https://api.spotify.com/v1/artists/0niJkG4tKkne3zwr7I8n9n,0niJkG4tKkne3zwr7I8n9n,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb46660832363d5a33b3d59dfb', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517446660832363d5a33b3d59dfb', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17846660832363d5a33b3d59dfb', 'width': 160}]",Finger Eleven,58,artist,spotify:artist:0niJkG4tKkne3zwr7I8n9n,https://open.spotify.com/artist/0niJkG4tKkne3zwr7I8n9n,,710378
['anthem emo'],https://api.spotify.com/v1/artists/4Hjb6XIYNt5Qkokl30luY9,4Hjb6XIYNt5Qkokl30luY9,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6c2187ab4443ba8683fbb50f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746c2187ab4443ba8683fbb50f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786c2187ab4443ba8683fbb50f', 'width': 160}]",Bad Luck.,26,artist,spotify:artist:4Hjb6XIYNt5Qkokl30luY9,https://open.spotify.com/artist/4Hjb6XIYNt5Qkokl30luY9,,13783
"['modern rock', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock']",https://api.spotify.com/v1/artists/1g1yxsNVPhMUl9GrMjEb2o,1g1yxsNVPhMUl9GrMjEb2o,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe7307e9f17a33d20de1688ae', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e7307e9f17a33d20de1688ae', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e7307e9f17a33d20de1688ae', 'width': 160}]",Plain White T's,61,artist,spotify:artist:1g1yxsNVPhMUl9GrMjEb2o,https://open.spotify.com/artist/1g1yxsNVPhMUl9GrMjEb2o,,1220612
"['metropopolis', 'pop', 'pov: indie', 'uk alternative pop']",https://api.spotify.com/v1/artists/6CwfuxIqcltXDGjfZsMd9A,6CwfuxIqcltXDGjfZsMd9A,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc28e02e9bb9bf19358669fef', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c28e02e9bb9bf19358669fef', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c28e02e9bb9bf19358669fef', 'width': 160}]",MARINA,70,artist,spotify:artist:6CwfuxIqcltXDGjfZsMd9A,https://open.spotify.com/artist/6CwfuxIqcltXDGjfZsMd9A,,5112586
"['dance pop', 'miami hip hop', 'pop']",https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,0TnOYISbd1XYRBk9myaseg,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebee07b5820dd91d15d397e29c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ee07b5820dd91d15d397e29c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ee07b5820dd91d15d397e29c', 'width': 160}]",Pitbull,80,artist,spotify:artist:0TnOYISbd1XYRBk9myaseg,https://open.spotify.com/artist/0TnOYISbd1XYRBk9myaseg,,10376033
"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",https://api.spotify.com/v1/artists/3kYFawNQVZ00FQbgs4rVBe,3kYFawNQVZ00FQbgs4rVBe,"[{'height': 1000, 'url': 'https://i.scdn.co/image/0078316432cdfb6733c3bde0dc61754d45442d0f', 'width': 1000}, {'height': 640, 'url': 'https://i.scdn.co/image/9b99c1bb64c969e19a59bc6a8f50155d537511c1', 'width': 640}, {'height': 200, 'url': 'https://i.scdn.co/image/cfe1be969957fa426a64afefe2355dbd4c46e49c', 'width': 200}, {'height': 64, 'url': 'https://i.scdn.co/image/81d6e8a4c30e6b1875ba1a5e81f892369f29b7ee', 'width': 64}]",Artist Vs Poet,41,artist,spotify:artist:3kYFawNQVZ00FQbgs4rVBe,https://open.spotify.com/artist/3kYFawNQVZ00FQbgs4rVBe,,132627
"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",https://api.spotify.com/v1/artists/4VMYDCV2IEDYJArk749S6m,4VMYDCV2IEDYJArk749S6m,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf9ad208bbff79c1ce09c77c1', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f9ad208bbff79c1ce09c77c1', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f9ad208bbff79c1ce09c77c1', 'width': 160}]",Daddy Yankee,84,artist,spotify:artist:4VMYDCV2IEDYJArk749S6m,https://open.spotify.com/artist/4VMYDCV2IEDYJArk749S6m,,34218221
"['alternative metal', 'nu metal', 'rap metal', 'rock']",https://api.spotify.com/v1/artists/3TOqt5oJwL9BE2NG9MEwDa,3TOqt5oJwL9BE2NG9MEwDa,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb012addc95f5b2e7283f45446', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174012addc95f5b2e7283f45446', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178012addc95f5b2e7283f45446', 'width': 160}]",Disturbed,71,artist,spotify:artist:3TOqt5oJwL9BE2NG9MEwDa,https://open.spotify.com/artist/3TOqt5oJwL9BE2NG9MEwDa,,6391807
"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'protopunk', 'psychedelic rock', 'rock', 'singer-songwriter']",https://api.spotify.com/v1/artists/1SQRv42e4PjEYfPhS0Tk9E,1SQRv42e4PjEYfPhS0Tk9E,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb81f4e878e8b959fa68f15322', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517481f4e878e8b959fa68f15322', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17881f4e878e8b959fa68f15322', 'width': 160}]",The Kinks,63,artist,spotify:artist:1SQRv42e4PjEYfPhS0Tk9E,https://open.spotify.com/artist/1SQRv42e4PjEYfPhS0Tk9E,,2509901
['swedish indie rock'],https://api.spotify.com/v1/artists/4rGrN4XDYhP6dUAZMvcuHr,4rGrN4XDYhP6dUAZMvcuHr,"[{'height': 1487, 'url': 'https://i.scdn.co/image/664b64455e32f061ba134defca4b92830e4b2df9', 'width': 1000}, {'height': 951, 'url': 'https://i.scdn.co/image/63f5dfac148e1b4a1d3bc7765aa45907140e48b7', 'width': 640}, {'height': 297, 'url': 'https://i.scdn.co/image/110fcbdd32807cde5af8655472e6bc46c2d655fc', 'width': 200}, {'height': 95, 'url': 'https://i.scdn.co/image/0fecf9009bd152c1f404abb27c7c0d0055d00b90', 'width': 64}]",Caesars,50,artist,spotify:artist:4rGrN4XDYhP6dUAZMvcuHr,https://open.spotify.com/artist/4rGrN4XDYhP6dUAZMvcuHr,,77153
"['boy band', 'pop']",https://api.spotify.com/v1/artists/5Rl15oVamLq7FbSb0NNBNy,5Rl15oVamLq7FbSb0NNBNy,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb5048d9616b459ef90f04b6d8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051745048d9616b459ef90f04b6d8', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1785048d9616b459ef90f04b6d8', 'width': 160}]",5 Seconds of Summer,75,artist,spotify:artist:5Rl15oVamLq7FbSb0NNBNy,https://open.spotify.com/artist/5Rl15oVamLq7FbSb0NNBNy,,9820382
"['chicago indie', 'funk']",https://api.spotify.com/v1/artists/0V7uVrIYr4FwFvUN9S4kYr,0V7uVrIYr4FwFvUN9S4kYr,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb38642e6e2cc283240b97dc47', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517438642e6e2cc283240b97dc47', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17838642e6e2cc283240b97dc47', 'width': 160}]",Nick Waterhouse,47,artist,spotify:artist:0V7uVrIYr4FwFvUN9S4kYr,https://open.spotify.com/artist/0V7uVrIYr4FwFvUN9S4kYr,,99505
"['anime', 'oshare kei', 'visual kei']",https://api.spotify.com/v1/artists/24b231EnCM3BkpiuWs5VBE,24b231EnCM3BkpiuWs5VBE,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebfd75e8af6b41aac4bef70532', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174fd75e8af6b41aac4bef70532', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178fd75e8af6b41aac4bef70532', 'width': 160}]",SID,51,artist,spotify:artist:24b231EnCM3BkpiuWs5VBE,https://open.spotify.com/artist/24b231EnCM3BkpiuWs5VBE,,265675
"['alternative dance', 'alternative rock', 'brooklyn indie', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'neo-synthpop']",https://api.spotify.com/v1/artists/3HJIB8sYPyxrFGuwvKXSLR,3HJIB8sYPyxrFGuwvKXSLR,"[{'height': 667, 'url': 'https://i.scdn.co/image/b13e733ea4dad41a53bf1b4eedb8ba6ca8d3dc84', 'width': 1000}, {'height': 427, 'url': 'https://i.scdn.co/image/999ad460fcc88db5be7aa1ffe8f3442331839894', 'width': 640}, {'height': 133, 'url': 'https://i.scdn.co/image/f89202009ce77a4163097785d46a0f88ae21aa16', 'width': 200}, {'height': 43, 'url': 'https://i.scdn.co/image/becc8fcb3adee80cc3cb95f39d50682fc4fac9ab', 'width': 64}]",TV On The Radio,53,artist,spotify:artist:3HJIB8sYPyxrFGuwvKXSLR,https://open.spotify.com/artist/3HJIB8sYPyxrFGuwvKXSLR,,603903
"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold', 'rock', 'soft rock']",https://api.spotify.com/v1/artists/70cRZdQywnSFp9pnc2WTCE,70cRZdQywnSFp9pnc2WTCE,"[{'height': 1241, 'url': 'https://i.scdn.co/image/afde2fdd14f8c8ca23393f257e3a369a234a24b6', 'width': 1000}, {'height': 794, 'url': 'https://i.scdn.co/image/3bffe5e67788e9e64a4f8368f1010f20c269d518', 'width': 640}, {'height': 248, 'url': 'https://i.scdn.co/image/852145f3972cb8b6c431ca7b1c9d5bc839a8a06a', 'width': 200}, {'height': 79, 'url': 'https://i.scdn.co/image/b32f349333d0710b002b0439fc504558e46bcb07', 'width': 64}]",Simon & Garfunkel,69,artist,spotify:artist:70cRZdQywnSFp9pnc2WTCE,https://open.spotify.com/artist/70cRZdQywnSFp9pnc2WTCE,,4943043
"['bubblegrunge', 'chicago indie', 'indie pop', 'pov: indie']",https://api.spotify.com/v1/artists/2vnB6tuQMaQpORiRdvXF9H,2vnB6tuQMaQpORiRdvXF9H,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebbf42b607fb398365296230b0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174bf42b607fb398365296230b0', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178bf42b607fb398365296230b0', 'width': 160}]",Beach Bunny,66,artist,spotify:artist:2vnB6tuQMaQpORiRdvXF9H,https://open.spotify.com/artist/2vnB6tuQMaQpORiRdvXF9H,,1258746
"['disco', 'funk', 'jazz funk', 'soul']",https://api.spotify.com/v1/artists/4QQgXkCYTt3BlENzhyNETg,4QQgXkCYTt3BlENzhyNETg,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9722e16a886767adf1178f92', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749722e16a886767adf1178f92', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789722e16a886767adf1178f92', 'width': 160}]","Earth, Wind & Fire",70,artist,spotify:artist:4QQgXkCYTt3BlENzhyNETg,https://open.spotify.com/artist/4QQgXkCYTt3BlENzhyNETg,,4123685
"['indie poptimism', 'la indie']",https://api.spotify.com/v1/artists/4itksv8jgpEcvRvZ7lDalQ,4itksv8jgpEcvRvZ7lDalQ,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb45367a2be0c10cab69830508', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517445367a2be0c10cab69830508', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17845367a2be0c10cab69830508', 'width': 160}]",HOLYCHILD,35,artist,spotify:artist:4itksv8jgpEcvRvZ7lDalQ,https://open.spotify.com/artist/4itksv8jgpEcvRvZ7lDalQ,,51794
['modern jazz piano'],https://api.spotify.com/v1/artists/2wWBoQpcybsDVpouFubTqZ,2wWBoQpcybsDVpouFubTqZ,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc3468019979bbd79624347de', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c3468019979bbd79624347de', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c3468019979bbd79624347de', 'width': 160}]",Kris Bowers,55,artist,spotify:artist:2wWBoQpcybsDVpouFubTqZ,https://open.spotify.com/artist/2wWBoQpcybsDVpouFubTqZ,,28164
['background piano'],https://api.spotify.com/v1/artists/1fdryWe2TzsSVCIBB46nCv,1fdryWe2TzsSVCIBB46nCv,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6e2660658b4aab56efec0427', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746e2660658b4aab56efec0427', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786e2660658b4aab56efec0427', 'width': 160}]",Salvatore Altavilla,32,artist,spotify:artist:1fdryWe2TzsSVCIBB46nCv,https://open.spotify.com/artist/1fdryWe2TzsSVCIBB46nCv,,406
['modern indie folk'],https://api.spotify.com/v1/artists/5BRxWwvhe1BxvK6fs4V0dx,5BRxWwvhe1BxvK6fs4V0dx,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6f59e24d5c12ba36bff560f7', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746f59e24d5c12ba36bff560f7', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786f59e24d5c12ba36bff560f7', 'width': 160}]",Lissom,48,artist,spotify:artist:5BRxWwvhe1BxvK6fs4V0dx,https://open.spotify.com/artist/5BRxWwvhe1BxvK6fs4V0dx,,16422
"['classical', 'italian opera', 'italian romanticism']",https://api.spotify.com/v1/artists/0roWUeP7Ac4yK4VN6L2gF4,0roWUeP7Ac4yK4VN6L2gF4,"[{'height': 1257, 'url': 'https://i.scdn.co/image/48200a929742e954caa5552179de10478d10753a', 'width': 1000}, {'height': 805, 'url': 'https://i.scdn.co/image/5a2988b517eb45aa237f6d07be23f41bfb083e4d', 'width': 640}, {'height': 251, 'url': 'https://i.scdn.co/image/bcf75de34e685705401c95b0a0f00fd526d1a791', 'width': 200}, {'height': 80, 'url': 'https://i.scdn.co/image/d4bbc9d93d16270c10f36be75805086f10060b55', 'width': 64}]",Gioachino Rossini,50,artist,spotify:artist:0roWUeP7Ac4yK4VN6L2gF4,https://open.spotify.com/artist/0roWUeP7Ac4yK4VN6L2gF4,,217546
"['broadway', 'west end']",https://api.spotify.com/v1/artists/4aP1lp10BRYZO658B2NwkG,4aP1lp10BRYZO658B2NwkG,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb5a6fd8ebc62d68a372d51516', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051745a6fd8ebc62d68a372d51516', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1785a6fd8ebc62d68a372d51516', 'width': 160}]",Andrew Lloyd Webber,61,artist,spotify:artist:4aP1lp10BRYZO658B2NwkG,https://open.spotify.com/artist/4aP1lp10BRYZO658B2NwkG,,293335
"['american contemporary classical', 'classical', 'compositional ambient', 'contemporary classical', 'minimalism']",https://api.spotify.com/v1/artists/69lxxQvsfAIoQbB20bEPFC,69lxxQvsfAIoQbB20bEPFC,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6165e2f3712049f0b05f36a0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746165e2f3712049f0b05f36a0', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786165e2f3712049f0b05f36a0', 'width': 160}]",Philip Glass,58,artist,spotify:artist:69lxxQvsfAIoQbB20bEPFC,https://open.spotify.com/artist/69lxxQvsfAIoQbB20bEPFC,,607211
"['british soundtrack', 'soundtrack']",https://api.spotify.com/v1/artists/6S9bLkEZSVIcY18RNcNG50,6S9bLkEZSVIcY18RNcNG50,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb3a6bce59c028946c2396d575', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051743a6bce59c028946c2396d575', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1783a6bce59c028946c2396d575', 'width': 160}]",Nicholas Hooper,55,artist,spotify:artist:6S9bLkEZSVIcY18RNcNG50,https://open.spotify.com/artist/6S9bLkEZSVIcY18RNcNG50,,44841
"['compositional ambient', 'modern cello', 'neo-classical']",https://api.spotify.com/v1/artists/71tFaKKy6x1inyCFHjpzUE,71tFaKKy6x1inyCFHjpzUE,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1d18d14bf9834ae23d55378c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741d18d14bf9834ae23d55378c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781d18d14bf9834ae23d55378c', 'width': 160}]",Peter Gregson,50,artist,spotify:artist:71tFaKKy6x1inyCFHjpzUE,https://open.spotify.com/artist/71tFaKKy6x1inyCFHjpzUE,,22289
