genres,href,id,images,name,popularity,type,uri,external_urls.spotify,followers.href,followers.total
['dark wave'],https://api.spotify.com/v1/artists/2zRt0sfxNnqI8gLR7d8gWt,2zRt0sfxNnqI8gLR7d8gWt,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb50aa134669090525f467fea9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517450aa134669090525f467fea9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17850aa134669090525f467fea9', 'width': 160}]",She Wants Revenge,54,artist,spotify:artist:2zRt0sfxNnqI8gLR7d8gWt,https://open.spotify.com/artist/2zRt0sfxNnqI8gLR7d8gWt,,363535
"['pov: indie', 'vancouver indie']",https://api.spotify.com/v1/artists/0e86yPdC41PGRkLp2Q1Bph,0e86yPdC41PGRkLp2Q1Bph,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebbf0bc86ddde1f4679dc44a36', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174bf0bc86ddde1f4679dc44a36', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178bf0bc86ddde1f4679dc44a36', 'width': 160}]",Mother Mother,70,artist,spotify:artist:0e86yPdC41PGRkLp2Q1Bph,https://open.spotify.com/artist/0e86yPdC41PGRkLp2Q1Bph,,3675099
['show tunes'],https://api.spotify.com/v1/artists/5qb4HLXA1zIiEN1dDHLNvH,5qb4HLXA1zIiEN1dDHLNvH,[],Molly Ranson,28,artist,spotify:artist:5qb4HLXA1zIiEN1dDHLNvH,https://open.spotify.com/artist/5qb4HLXA1zIiEN1dDHLNvH,,832
"['glam rock', 'mellow gold', 'piano rock', 'rock']",https://api.spotify.com/v1/artists/3PhoLpVuITZKcymswpck5b,3PhoLpVuITZKcymswpck5b,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb0a7388b95df960b5c0da8970', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051740a7388b95df960b5c0da8970', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1780a7388b95df960b5c0da8970', 'width': 160}]",Elton John,81,artist,spotify:artist:3PhoLpVuITZKcymswpck5b,https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b,,12626662
"['german dance', 'slap house']",https://api.spotify.com/v1/artists/09agIJMxCD2k87ys9Al0f0,09agIJMxCD2k87ys9Al0f0,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebebb9a7bff67634155f14718d', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ebb9a7bff67634155f14718d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ebb9a7bff67634155f14718d', 'width': 160}]",VIZE,67,artist,spotify:artist:09agIJMxCD2k87ys9Al0f0,https://open.spotify.com/artist/09agIJMxCD2k87ys9Al0f0,,194589
"['modern rock', 'pop', 'pov: indie', 'rock']",https://api.spotify.com/v1/artists/3YQKmKGau1PzlVlkL1iodx,3YQKmKGau1PzlVlkL1iodx,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb196972172c37d934d9ca8093', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174196972172c37d934d9ca8093', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178196972172c37d934d9ca8093', 'width': 160}]",Twenty One Pilots,77,artist,spotify:artist:3YQKmKGau1PzlVlkL1iodx,https://open.spotify.com/artist/3YQKmKGau1PzlVlkL1iodx,,24209960
[],https://api.spotify.com/v1/artists/3rtWvuNQG5ft9FhpEqPyBk,3rtWvuNQG5ft9FhpEqPyBk,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb54b847d09e9f42d93fed9210', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517454b847d09e9f42d93fed9210', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17854b847d09e9f42d93fed9210', 'width': 160}]",Steppes,26,artist,spotify:artist:3rtWvuNQG5ft9FhpEqPyBk,https://open.spotify.com/artist/3rtWvuNQG5ft9FhpEqPyBk,,6054
"['edm', 'pop dance', 'pop house', 'uk dance']",https://api.spotify.com/v1/artists/0xRXCcSX89eobfrshSVdyu,0xRXCcSX89eobfrshSVdyu,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb15c5994b69ff1f930756bd1f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517415c5994b69ff1f930756bd1f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17815c5994b69ff1f930756bd1f', 'width': 160}]",MEDUZA,74,artist,spotify:artist:0xRXCcSX89eobfrshSVdyu,https://open.spotify.com/artist/0xRXCcSX89eobfrshSVdyu,,697836
['country dawn'],https://api.spotify.com/v1/artists/1OEqn1sz93LEk4xqzq4tBe,1OEqn1sz93LEk4xqzq4tBe,"[{'height': 628, 'url': 'https://i.scdn.co/image/0040f7169a4cf6bbbbab3979a126f2785ef8a24b', 'width': 416}, {'height': 302, 'url': 'https://i.scdn.co/image/7a246bc2a02a72b34b789f34385ea859f5206b86', 'width': 200}, {'height': 97, 'url': 'https://i.scdn.co/image/22c08916be4dd098aaf31e651eae9186d9164a74', 'width': 64}]",the JaneDear girls,23,artist,spotify:artist:1OEqn1sz93LEk4xqzq4tBe,https://open.spotify.com/artist/1OEqn1sz93LEk4xqzq4tBe,,42699
[],https://api.spotify.com/v1/artists/1iGwHlKgQKtdrtzmlwZ71U,1iGwHlKgQKtdrtzmlwZ71U,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb134f73434f199b7d6885fad6', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174134f73434f199b7d6885fad6', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178134f73434f199b7d6885fad6', 'width': 160}]",Nico Collins,51,artist,spotify:artist:1iGwHlKgQKtdrtzmlwZ71U,https://open.spotify.com/artist/1iGwHlKgQKtdrtzmlwZ71U,,210887
['hands up'],https://api.spotify.com/v1/artists/7y7UhmnDydiweGCwrHsI22,7y7UhmnDydiweGCwrHsI22,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1d21dbe3e3105d4b990e9526', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741d21dbe3e3105d4b990e9526', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781d21dbe3e3105d4b990e9526', 'width': 160}]",Empyre One,52,artist,spotify:artist:7y7UhmnDydiweGCwrHsI22,https://open.spotify.com/artist/7y7UhmnDydiweGCwrHsI22,,17272
"['instrumental surf', 'rockabilly']",https://api.spotify.com/v1/artists/2ibPkysx2PXqWLmxFD7jSg,2ibPkysx2PXqWLmxFD7jSg,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb0a216e322d48d002e58717ec', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051740a216e322d48d002e58717ec', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1780a216e322d48d002e58717ec', 'width': 160}]",Stray Cats,45,artist,spotify:artist:2ibPkysx2PXqWLmxFD7jSg,https://open.spotify.com/artist/2ibPkysx2PXqWLmxFD7jSg,,254949
['bossbeat'],https://api.spotify.com/v1/artists/7jXFtoRnuxXJ0trzvt3DNj,7jXFtoRnuxXJ0trzvt3DNj,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9c5e3c64061bd17c14edbfbd', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749c5e3c64061bd17c14edbfbd', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789c5e3c64061bd17c14edbfbd', 'width': 160}]",Once Monsters,42,artist,spotify:artist:7jXFtoRnuxXJ0trzvt3DNj,https://open.spotify.com/artist/7jXFtoRnuxXJ0trzvt3DNj,,21358
['austin rock'],https://api.spotify.com/v1/artists/77s45paaVsbPjByV4WjhZe,77s45paaVsbPjByV4WjhZe,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb19e4d34fb15da291c3916b1e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517419e4d34fb15da291c3916b1e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17819e4d34fb15da291c3916b1e', 'width': 160}]",Demi the Daredevil,36,artist,spotify:artist:77s45paaVsbPjByV4WjhZe,https://open.spotify.com/artist/77s45paaVsbPjByV4WjhZe,,11840
['post-grunge'],https://api.spotify.com/v1/artists/3driPpCh1JEUnPFKGyHXDr,3driPpCh1JEUnPFKGyHXDr,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb00e83637c205ff0c90c5858f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517400e83637c205ff0c90c5858f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17800e83637c205ff0c90c5858f', 'width': 160}]",New Medicine,55,artist,spotify:artist:3driPpCh1JEUnPFKGyHXDr,https://open.spotify.com/artist/3driPpCh1JEUnPFKGyHXDr,,99125
"['australian pop', 'pop']",https://api.spotify.com/v1/artists/3QSQFmccmX81fWCUSPTS7y,3QSQFmccmX81fWCUSPTS7y,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4fc14e184f9e05ba0676ddee', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744fc14e184f9e05ba0676ddee', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784fc14e184f9e05ba0676ddee', 'width': 160}]",Dean Lewis,74,artist,spotify:artist:3QSQFmccmX81fWCUSPTS7y,https://open.spotify.com/artist/3QSQFmccmX81fWCUSPTS7y,,2874331
['pop punk'],https://api.spotify.com/v1/artists/1MP7xlABJ13LtmHfG77SCJ,1MP7xlABJ13LtmHfG77SCJ,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf7cc7c15ac6c6bb080fae038', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f7cc7c15ac6c6bb080fae038', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f7cc7c15ac6c6bb080fae038', 'width': 160}]",Loveless,55,artist,spotify:artist:1MP7xlABJ13LtmHfG77SCJ,https://open.spotify.com/artist/1MP7xlABJ13LtmHfG77SCJ,,342124
"['christian rock', 'indie rockism']",https://api.spotify.com/v1/artists/0zBShgJCo19qQZtM0CZxJv,0zBShgJCo19qQZtM0CZxJv,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb85fbfa0025b4dddc9eaeef03', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517485fbfa0025b4dddc9eaeef03', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17885fbfa0025b4dddc9eaeef03', 'width': 160}]",Truslow,37,artist,spotify:artist:0zBShgJCo19qQZtM0CZxJv,https://open.spotify.com/artist/0zBShgJCo19qQZtM0CZxJv,,19397
[],https://api.spotify.com/v1/artists/5v7efr4mqt3RQxkT0Mmh5g,5v7efr4mqt3RQxkT0Mmh5g,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb83d1c4c0b97b697e7d0f355e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517483d1c4c0b97b697e7d0f355e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17883d1c4c0b97b697e7d0f355e', 'width': 160}]",Faydee,50,artist,spotify:artist:5v7efr4mqt3RQxkT0Mmh5g,https://open.spotify.com/artist/5v7efr4mqt3RQxkT0Mmh5g,,164568
"['neo mellow', 'pop rock', 'post-grunge']",https://api.spotify.com/v1/artists/3Ngh2zDBRPEriyxQDAMKd1,3Ngh2zDBRPEriyxQDAMKd1,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb2600695faee2deeb736755f0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051742600695faee2deeb736755f0', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1782600695faee2deeb736755f0', 'width': 160}]",Matchbox Twenty,65,artist,spotify:artist:3Ngh2zDBRPEriyxQDAMKd1,https://open.spotify.com/artist/3Ngh2zDBRPEriyxQDAMKd1,,2454288
[],https://api.spotify.com/v1/artists/7axZFTseO96HmG1u4ABDAI,7axZFTseO96HmG1u4ABDAI,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb633a2236a0ba0e903f94a051', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174633a2236a0ba0e903f94a051', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178633a2236a0ba0e903f94a051', 'width': 160}]",RØRY,50,artist,spotify:artist:7axZFTseO96HmG1u4ABDAI,https://open.spotify.com/artist/7axZFTseO96HmG1u4ABDAI,,71967
['canadian indie'],https://api.spotify.com/v1/artists/2gWNtwxO5mOAmjE8EWw2qt,2gWNtwxO5mOAmjE8EWw2qt,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe661cdd6492a1f0ee1d7d819', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e661cdd6492a1f0ee1d7d819', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e661cdd6492a1f0ee1d7d819', 'width': 160}]",USS (Ubiquitous Synergy Seeker),38,artist,spotify:artist:2gWNtwxO5mOAmjE8EWw2qt,https://open.spotify.com/artist/2gWNtwxO5mOAmjE8EWw2qt,,56878
"['la indie', 'pov: indie']",https://api.spotify.com/v1/artists/458aS6ALc3QkzwfR5USt34,458aS6ALc3QkzwfR5USt34,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf56e579f1db052a2cb21a487', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f56e579f1db052a2cb21a487', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f56e579f1db052a2cb21a487', 'width': 160}]",The Wrecks,50,artist,spotify:artist:458aS6ALc3QkzwfR5USt34,https://open.spotify.com/artist/458aS6ALc3QkzwfR5USt34,,169715
"['dutch pop', 'electro swing']",https://api.spotify.com/v1/artists/492hDmhPyuIjP3MgTcIqgm,492hDmhPyuIjP3MgTcIqgm,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb379e885a01898367bfcd0c44', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174379e885a01898367bfcd0c44', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178379e885a01898367bfcd0c44', 'width': 160}]",Caro Emerald,50,artist,spotify:artist:492hDmhPyuIjP3MgTcIqgm,https://open.spotify.com/artist/492hDmhPyuIjP3MgTcIqgm,,354682
"['arkansas indie', 'hopebeat', 'indie poptimism', 'little rock indie']",https://api.spotify.com/v1/artists/1XyjBsbZBunXsYDTkaYtk9,1XyjBsbZBunXsYDTkaYtk9,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb179b2ce632ea8895dcafa61e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174179b2ce632ea8895dcafa61e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178179b2ce632ea8895dcafa61e', 'width': 160}]",Knox Hamilton,38,artist,spotify:artist:1XyjBsbZBunXsYDTkaYtk9,https://open.spotify.com/artist/1XyjBsbZBunXsYDTkaYtk9,,36520
"['ann arbor indie', 'pov: indie']",https://api.spotify.com/v1/artists/7lqaPghwYv2mE9baz5XQmL,7lqaPghwYv2mE9baz5XQmL,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb54e0aeaa154c233cbc92403a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517454e0aeaa154c233cbc92403a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17854e0aeaa154c233cbc92403a', 'width': 160}]",Tally Hall,64,artist,spotify:artist:7lqaPghwYv2mE9baz5XQmL,https://open.spotify.com/artist/7lqaPghwYv2mE9baz5XQmL,,675750
[],https://api.spotify.com/v1/artists/0pVLoc7ZWLhUGNC3hkmtxZ,0pVLoc7ZWLhUGNC3hkmtxZ,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb423e3f5ba24658f7f01bf8be', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174423e3f5ba24658f7f01bf8be', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178423e3f5ba24658f7f01bf8be', 'width': 160}]",Cipher Sight,21,artist,spotify:artist:0pVLoc7ZWLhUGNC3hkmtxZ,https://open.spotify.com/artist/0pVLoc7ZWLhUGNC3hkmtxZ,,3975
['russian pop'],https://api.spotify.com/v1/artists/1vRQhduO7bDkd6cAS6c3td,1vRQhduO7bDkd6cAS6c3td,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc6b13b76e073995d8daa09f9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c6b13b76e073995d8daa09f9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c6b13b76e073995d8daa09f9', 'width': 160}]",#2Mashi,37,artist,spotify:artist:1vRQhduO7bDkd6cAS6c3td,https://open.spotify.com/artist/1vRQhduO7bDkd6cAS6c3td,,182955
"['latin hip hop', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",https://api.spotify.com/v1/artists/33ScadVnbm2X8kkUqOkC6Z,33ScadVnbm2X8kkUqOkC6Z,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe1a911f620f24ffa1c736346', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e1a911f620f24ffa1c736346', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e1a911f620f24ffa1c736346', 'width': 160}]",Don Omar,80,artist,spotify:artist:33ScadVnbm2X8kkUqOkC6Z,https://open.spotify.com/artist/33ScadVnbm2X8kkUqOkC6Z,,10698569
"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge']",https://api.spotify.com/v1/artists/74eX4C98E4FCrAMl39qRsJ,74eX4C98E4FCrAMl39qRsJ,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6cff6acc48314698c7d9ce87', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746cff6acc48314698c7d9ce87', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786cff6acc48314698c7d9ce87', 'width': 160}]",Theory of a Deadman,61,artist,spotify:artist:74eX4C98E4FCrAMl39qRsJ,https://open.spotify.com/artist/74eX4C98E4FCrAMl39qRsJ,,2072282
['swedish melodic rock'],https://api.spotify.com/v1/artists/4PAH2hYK4vEvxLEwCg9zQ2,4PAH2hYK4vEvxLEwCg9zQ2,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7a4091cc737fd8eeff07110a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747a4091cc737fd8eeff07110a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787a4091cc737fd8eeff07110a', 'width': 160}]",Reach,33,artist,spotify:artist:4PAH2hYK4vEvxLEwCg9zQ2,https://open.spotify.com/artist/4PAH2hYK4vEvxLEwCg9zQ2,,6777
"['australian dance', 'melbourne bounce', 'melbourne bounce international']",https://api.spotify.com/v1/artists/1YlyxjwYNSjBD0NAJGEfWB,1YlyxjwYNSjBD0NAJGEfWB,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc9bd3cb06fa8b36cfa0f9f92', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c9bd3cb06fa8b36cfa0f9f92', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c9bd3cb06fa8b36cfa0f9f92', 'width': 160}]",Bombs Away,48,artist,spotify:artist:1YlyxjwYNSjBD0NAJGEfWB,https://open.spotify.com/artist/1YlyxjwYNSjBD0NAJGEfWB,,50388
['canadian rock'],https://api.spotify.com/v1/artists/557SGrCJ59ysjCE1xjVZbS,557SGrCJ59ysjCE1xjVZbS,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb345d8d75a1dc21738e44abd1', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174345d8d75a1dc21738e44abd1', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178345d8d75a1dc21738e44abd1', 'width': 160}]",Big Wreck,43,artist,spotify:artist:557SGrCJ59ysjCE1xjVZbS,https://open.spotify.com/artist/557SGrCJ59ysjCE1xjVZbS,,116379
['alt z'],https://api.spotify.com/v1/artists/2bFguwibp03RkAAuC9oYrP,2bFguwibp03RkAAuC9oYrP,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb39fbaa102e54141193fe58a7', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517439fbaa102e54141193fe58a7', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17839fbaa102e54141193fe58a7', 'width': 160}]",Melina KB,43,artist,spotify:artist:2bFguwibp03RkAAuC9oYrP,https://open.spotify.com/artist/2bFguwibp03RkAAuC9oYrP,,50121
"['boy band', 'pop', 'post-teen pop', 'talent show']",https://api.spotify.com/v1/artists/4AK6F7OLvEQ5QYCBNiQWHq,4AK6F7OLvEQ5QYCBNiQWHq,"[{'height': 1000, 'url': 'https://i.scdn.co/image/5bb443424a1ad71603c43d67f5af1a04da6bb3c8', 'width': 1000}, {'height': 640, 'url': 'https://i.scdn.co/image/289c7f686f5b78ceeb224453cf9a15697a678a79', 'width': 640}, {'height': 200, 'url': 'https://i.scdn.co/image/45741ba38b51130bb96e00c0e24d17ba311a9293', 'width': 200}, {'height': 64, 'url': 'https://i.scdn.co/image/6c89c662ad0ab75bc2af9a3ae2b16f811daced50', 'width': 64}]",One Direction,81,artist,spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq,https://open.spotify.com/artist/4AK6F7OLvEQ5QYCBNiQWHq,,34192023
"['modern blues rock', 'modern hard rock', 'rock']",https://api.spotify.com/v1/artists/4NpFxQe2UvRCAjto3JqlSl,4NpFxQe2UvRCAjto3JqlSl,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb301eb2b9d83cf86efa024ccb', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174301eb2b9d83cf86efa024ccb', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178301eb2b9d83cf86efa024ccb', 'width': 160}]",Greta Van Fleet,66,artist,spotify:artist:4NpFxQe2UvRCAjto3JqlSl,https://open.spotify.com/artist/4NpFxQe2UvRCAjto3JqlSl,,2488747
"['indie poptimism', 'modern rock', 'nyc pop', 'shimmer pop']",https://api.spotify.com/v1/artists/5ivCbtrcD5N4rD337xIb2z,5ivCbtrcD5N4rD337xIb2z,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb3406bcc3f7d6a47809dc6ad6', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051743406bcc3f7d6a47809dc6ad6', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1783406bcc3f7d6a47809dc6ad6', 'width': 160}]",MisterWives,55,artist,spotify:artist:5ivCbtrcD5N4rD337xIb2z,https://open.spotify.com/artist/5ivCbtrcD5N4rD337xIb2z,,440642
[],https://api.spotify.com/v1/artists/0EFGcWFxko9uqZ1foyjysa,0EFGcWFxko9uqZ1foyjysa,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6cadeb059c78058f46c07146', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746cadeb059c78058f46c07146', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786cadeb059c78058f46c07146', 'width': 160}]",Lauren Patten,27,artist,spotify:artist:0EFGcWFxko9uqZ1foyjysa,https://open.spotify.com/artist/0EFGcWFxko9uqZ1foyjysa,,851
"['europop', 'swedish pop']",https://api.spotify.com/v1/artists/0LcJLqbBmaGUft1e9Mm8HV,0LcJLqbBmaGUft1e9Mm8HV,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6c6380e782ed89db8754cf2a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746c6380e782ed89db8754cf2a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786c6380e782ed89db8754cf2a', 'width': 160}]",ABBA,77,artist,spotify:artist:0LcJLqbBmaGUft1e9Mm8HV,https://open.spotify.com/artist/0LcJLqbBmaGUft1e9Mm8HV,,11358191
"['dance pop', 'edm', 'pop dance', 'uk dance', 'uk pop']",https://api.spotify.com/v1/artists/1IueXOQyABrMOprrzwQJWN,1IueXOQyABrMOprrzwQJWN,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb676cabffde9eb5b921355358', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174676cabffde9eb5b921355358', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178676cabffde9eb5b921355358', 'width': 160}]",Sigala,67,artist,spotify:artist:1IueXOQyABrMOprrzwQJWN,https://open.spotify.com/artist/1IueXOQyABrMOprrzwQJWN,,1586289
"['neon pop punk', 'pop emo', 'pop punk']",https://api.spotify.com/v1/artists/09J4zbHHwNNlN2tfgJIg21,09J4zbHHwNNlN2tfgJIg21,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb69ab33075bc4e7108563c064', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517469ab33075bc4e7108563c064', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17869ab33075bc4e7108563c064', 'width': 160}]",Anarbor,49,artist,spotify:artist:09J4zbHHwNNlN2tfgJIg21,https://open.spotify.com/artist/09J4zbHHwNNlN2tfgJIg21,,218400
"['australian reggae fusion', 'australian surf rock']",https://api.spotify.com/v1/artists/18lpwfiys4GtdHWNUu9qQr,18lpwfiys4GtdHWNUu9qQr,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe5c375701ec637e92ce2a8f0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e5c375701ec637e92ce2a8f0', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e5c375701ec637e92ce2a8f0', 'width': 160}]",Ocean Alley,66,artist,spotify:artist:18lpwfiys4GtdHWNUu9qQr,https://open.spotify.com/artist/18lpwfiys4GtdHWNUu9qQr,,494884
